tweet_id,favorite_count,retweet_count,retweeted
834574053763584002,13524,2490,False
834477809192075265,0,10490,False
834458053273591808,9545,1655,False
834209720923721728,20406,4677,False
834167344700198914,15707,3612,False
834089966724603904,9958,2107,False
834086379323871233,12950,2182,False
833863086058651648,13337,2373,False
833826103416520705,17945,3729,False
833732339549220864,0,220,False
833722901757046785,20666,3179,False
833479644947025920,14754,2026,False
833124694597443584,20049,4775,False
832998151111966721,13157,2171,False
832769181346996225,0,39,False
832757312314028032,16749,3579,False
832682457690300417,11794,2876,False
832645525019123713,2909,524,False
832636094638288896,15749,2751,False
832397543355072512,11884,2191,False
832369877331693569,17087,3156,False
832273440279240704,11281,2316,False
832215909146226688,0,6139,False
832215726631055365,0,9217,False
832088576586297345,62,2,False
832040443403784192,0,9501,False
832032802820481025,17749,4609,False
831939777352105988,23827,6065,False
831926988323639298,334,34,False
831911600680497154,27411,6426,False
831670449226514432,10369,1796,False
831650051525054464,7087,1897,False
831552930092285952,8924,2296,False
831322785565769729,9228,1535,False
831315979191906304,6508,1117,False
831309418084069378,11698,2437,False
831262627380748289,11840,2020,False
830956169170665475,7931,1481,False
830583320585068544,66391,16584,False
830173239259324417,0,5630,False
830097400375152640,9743,2909,False
829878982036299777,0,4952,False
829861396166877184,12177,1918,False
829501995190984704,31575,10490,False
829449946868879360,10416,1997,False
829141528400556032,24274,7257,False
829011960981237760,52965,16183,False
828801551087042563,0,3395,False
828770345708580865,25475,5806,False
828708714936930305,36319,11075,False
828650029636317184,9470,1328,False
828409743546925057,6322,1157,False
828408677031882754,7645,1279,False
828381636999917570,12534,2199,False
828376505180889089,7344,1061,False
828372645993398273,12524,2907,False
828361771580813312,2182,174,False
828046555563323392,11712,2851,False
828011680017821696,10317,2133,False
827933404142436356,20002,5203,False
827653905312006145,15441,3002,False
827600520311402496,7443,932,False
827324948884643840,15794,3011,False
827199976799354881,10546,2209,False
826958653328592898,21502,4952,False
826848821049180160,36214,10074,False
826615380357632002,0,3955,False
826598799820865537,5110,249,False
826598365270007810,10010,2323,False
826476773533745153,18345,4158,False
826240494070030336,13262,2589,False
826204788643753985,4868,918,False
826115272272650244,15612,3081,False
825876512159186944,10461,1859,False
825829644528148480,12712,2473,False
825535076884762624,56737,17487,False
825147591692263424,18250,4510,False
825120256414846976,0,1243,False
825026590719483904,6281,1243,False
824796380199809024,0,5466,False
824775126675836928,14863,3489,False
824663926340194305,10500,1765,False
824325613288833024,11812,10499,False
824297048279236611,15039,3836,False
824025158776213504,4829,598,False
823939628516474880,10614,2694,False
823719002937630720,0,11134,False
823699002998870016,13975,2507,False
823581115634085888,13003,2612,False
823333489516937216,701,24,False
823322678127919110,15713,3999,False
823269594223824897,0,9838,False
822975315408461824,17309,3429,False
822872901745569793,131397,43019,False
822859134160621569,13245,2264,False
822647212903690241,0,6380,False
822610361945911296,14805,2941,False
822489057087389700,18155,6380,False
822462944365645825,27979,14214,False
822244816520155136,34929,9838,False
822163064745328640,0,4747,False
821886076407029760,11312,2294,False
821813639212650496,0,3357,False
821765923262631936,8416,1654,False
821522889702862852,8044,1754,False
821421320206483457,0,5566,False
821407182352777218,11766,4329,False
821153421864615936,257,10,False
821149554670182400,8629,1970,False
821107785811234820,9609,2134,False
821044531881721856,12668,2273,False
820837357901512704,0,6711,False
820749716845686786,31553,9851,False
820690176645140481,12234,3219,False
820494788566847489,0,564,False
820446719150292993,0,2559,False
820314633777061888,3356,564,False
820078625395449857,19830,6270,False
820013781606658049,0,1174,False
819952236453363712,5332,1174,False
819924195358416896,12939,4875,False
819711362133872643,13394,3100,False
819588359383371776,9668,1984,False
819347104292290561,7225,1203,False
819238181065359361,2275,406,False
819227688460238848,23098,6711,False
819015337530290176,0,36845,False
819015331746349057,0,18953,False
819006400881917954,45405,18953,False
819004803107983360,87084,36845,False
818646164899774465,0,20966,False
818627210458333184,22458,7533,False
818614493328580609,9858,2550,False
818588835076603904,0,6119,False
818536468981415936,10918,2450,False
818307523543449600,0,8066,False
818259473185828864,11040,2263,False
818145370475810820,12295,2567,False
817908911860748288,4869,802,False
817827839487737858,51754,27061,False
817777686764523521,10781,2685,False
817536400337801217,11798,2961,False
817502432452313088,0,3386,False
817423860136083457,33902,14691,False
817415592588222464,5614,943,False
817181837579653120,0,8469,False
817171292965273600,8789,2022,False
817120970343411712,12248,2596,False
817056546584727552,8611,1643,False
816829038950027264,0,4722,False
816816676327063552,10035,2038,False
816697700272001025,9807,2185,False
816450570814898180,30501,8066,False
816336735214911488,8626,1945,False
816091915477250048,8973,2140,False
816062466425819140,0,1017,False
816014286006976512,0,5268,False
815990720817401858,4963,1017,False
815966073409433600,22486,8469,False
815745968457060357,0,4131,False
815736392542261248,9878,2265,False
815639385530101762,8257,1652,False
815390420867969024,10391,3814,False
814986499976527872,7696,1277,False
814638523311648768,11314,2699,False
814578408554463233,0,5844,False
814530161257443328,8679,1865,False
814153002265309185,28874,8693,False
813944609378369540,0,3193,False
813910438903693312,9344,1870,False
813812741911748608,36580,14006,False
813800681631023104,8366,1762,False
813217897535406080,18726,7310,False
813202720496779264,9279,1823,False
813187593374461952,19959,4359,False
813172488309972993,9314,1929,False
813157409116065792,7816,2218,False
813142292504645637,8529,2392,False
813130366689148928,4499,451,False
813127251579564032,11899,3143,False
813112105746448384,10358,2753,False
813096984823349248,10639,3641,False
813081950185472002,9943,2799,False
813066809284972545,7996,1962,False
813051746834595840,21114,7388,False
812781120811126785,7612,1912,False
812709060537683968,6650,1438,False
812503143955202048,6107,1225,False
812466873996607488,8007,1943,False
812372279581671427,13722,3671,False
811985624773361665,7308,1405,False
811744202451197953,7585,1602,False
811647686436880384,5649,745,False
811627233043480576,12840,3094,False
811386762094317568,21040,6419,False
810984652412424192,5364,1447,False
810896069567610880,9061,1780,False
810657578271330305,11037,2663,False
810284430598270976,35456,11329,False
810254108431155201,14785,3395,False
809920764300447744,15651,3955,False
809808892968534016,0,4907,False
809448704142938112,6983,1472,False
809220051211603969,20051,5630,False
809084759137812480,13335,3554,False
808838249661788160,10184,3052,False
808733504066486276,7952,2178,False
808501579447930884,11397,2611,False
808344865868283904,42840,20966,False
808134635716833280,0,5950,False
808106460588765185,8860,2222,False
808001312164028416,12626,3558,False
807621403335917568,14681,3630,False
807106840509214720,119003,55655,False
807059379405148160,0,7380,False
807010152071229440,13178,3884,False
806629075125202948,75178,34821,False
806620845233815552,0,5567,False
806576416489959424,4938,1968,False
806542213899489280,10297,2371,False
806242860592926720,0,11679,False
806219024703037440,6493,1198,False
805958939288408065,0,5399,False
805932879469572096,8341,1934,False
805826884734976000,6607,1832,False
805823200554876929,0,8053,False
805520635690676224,5801,1666,False
805487436403003392,8865,2541,False
805207613751304193,7894,1729,False
804738756058218496,13810,3832,False
804475857670639616,6177,2021,False
804413760345620481,0,3255,False
804026241225523202,44767,16218,False
803773340896923648,10137,2758,False
803692223237865472,0,7472,False
803638050916102144,11024,4172,False
803380650405482500,7825,1883,False
803321560782307329,0,5356,False
803276597545603072,10113,2472,False
802952499103731712,9085,2012,False
802624713319034886,0,2932,False
802600418706604034,7162,1480,False
802572683846291456,9004,2524,False
802323869084381190,16303,5855,False
802265048156610565,6807,1383,False
802239329049477120,9148,2637,False
802185808107208704,0,273,False
801958328846974976,7817,1728,False
801854953262350336,1798,237,False
801538201127157760,8291,2082,False
801285448605831168,6093,824,False
801167903437357056,24636,5950,False
801127390143516673,0,3977,False
801115127852503040,8137,2109,False
800859414831898624,693,98,False
800855607700029440,0,1621,False
800751577355128832,10647,2812,False
800513324630806528,13223,3010,False
800459316964663297,9584,2185,False
800443802682937345,0,4344,False
800388270626521089,11224,2830,False
800188575492947969,0,3973,False
800141422401830912,15394,2559,False
800018252395122689,28579,13244,False
799774291445383169,0,4717,False
799757965289017345,8457,2179,False
799422933579902976,8139,1938,False
799308762079035393,0,5498,False
799297110730567681,9957,2778,False
799063482566066176,8142,2489,False
798933969379225600,13185,4485,False
798925684722855936,7566,1451,False
798705661114773508,0,6691,False
798701998996647937,0,7834,False
798697898615730177,0,6576,False
798694562394996736,0,4986,False
798686750113755136,0,2355,False
798682547630837760,0,4759,False
798673117451325440,0,5590,False
798665375516884993,0,3937,False
798644042770751489,0,1867,False
798628517273620480,0,1992,False
798585098161549313,0,5727,False
798576900688019456,0,5893,False
798340744599797760,0,3351,False
798209839306514432,10501,2578,False
797971864723324932,11676,3123,False
797545162159308800,14663,4897,False
797236660651966464,20108,6625,False
797165961484890113,226,26,False
796904159865868288,0,8977,False
796865951799083009,7744,1935,False
796759840936919040,11912,3046,False
796563435802726400,0,7310,False
796484825502875648,7628,1771,False
796387464403357696,11084,4161,False
796177847564038144,0,14362,False
796149749086875649,32465,14362,False
796125600683540480,5011,1817,False
796116448414461957,9162,2431,False
796080075804475393,8524,2320,False
796031486298386433,10879,3735,False
795464331001561088,49915,23704,False
795400264262053889,10136,2884,False
795076730285391872,16316,5466,False
794983741416415232,0,3388,False
794926597468000259,10317,2316,False
794355576146903043,0,10337,False
794332329137291264,9657,2700,False
794205286408003585,9293,3335,False
793962221541933056,16955,4907,False
793845145112371200,9296,1875,False
793614319594401792,0,3156,False
793601777308463104,8036,1632,False
793500921481273345,10745,2380,False
793286476301799424,24768,9217,False
793271401113350145,8763,2407,False
793256262322548741,20114,8380,False
793241302385262592,10589,3311,False
793226087023144960,9902,2899,False
793210959003287553,8999,2809,False
793195938047070209,15366,5656,False
793180763617361921,6988,2016,False
793165685325201412,9472,2808,False
793150605191548928,6225,1714,False
793135492858580992,6459,2510,False
793120401413079041,12752,3943,False
792913359805018113,14433,4006,False
792883833364439040,11368,4289,False
792773781206999040,7409,1687,False
792394556390137856,13535,4317,False
792050063153438720,7207,1805,False
791821351946420224,0,21205,False
791784077045166082,0,9624,False
791780927877898241,0,3845,False
791774931465953280,45431,22313,False
791672322847637504,11836,3156,False
791406955684368384,13222,4131,False
791312159183634433,8852,2547,False
791026214425268224,0,4119,False
790987426131050500,9904,2145,False
790946055508652032,16757,4722,False
790723298204217344,0,2323,False
790698755171364864,8282,1934,False
790581949425475584,20788,7176,False
790337589677002753,7875,1890,False
790277117346975746,12651,3193,False
790227638568808452,0,3585,False
789986466051088384,9315,2323,False
789960241177853952,0,4146,False
789903600034189313,10422,4160,False
789628658055020548,7543,1777,False
789599242079838210,6804,1938,False
789530877013393408,11793,3388,False
789314372632018944,8713,2311,False
789280767834746880,0,4956,False
789268448748703744,9179,2624,False
789137962068021249,9791,2803,False
788908386943430656,27602,12540,False
788765914992902144,27510,10337,False
788552643979468800,0,7211,False
788412144018661376,15643,5287,False
788178268662984705,7269,2105,False
788150585577050112,6161,1294,False
788070120937619456,0,3442,False
788039637453406209,6174,1321,False
787810552592695296,8661,3068,False
787717603741622272,10325,2784,False
787397959788929025,10954,2857,False
787322443945877504,7822,1751,False
787111942498508800,0,6785,False
786963064373534720,26795,8011,False
786729988674449408,0,2433,False
786709082849828864,18320,6139,False
786664955043049472,10646,2556,False
786595970293370880,9504,3134,False
786363235746385920,10950,3515,False
786286427768250368,8018,2845,False
786233965241827333,15332,4747,False
786051337297522688,1430,155,False
786036967502913536,0,7036,False
785927819176054784,11444,3200,False
785872687017132033,6728,1813,False
785639753186217984,7892,2250,False
785533386513321988,9162,2003,False
785515384317313025,6156,1264,False
785264754247995392,7295,1631,False
785170936622350336,12098,4845,False
784826020293709826,10153,3255,False
784517518371221505,9008,2543,False
784431430411685888,5740,1273,False
784183165795655680,20156,8053,False
784057939640352768,29880,11134,False
783839966405230592,30168,10800,False
783821107061198850,7390,1981,False
783695101801398276,10504,3213,False
783466772167098368,8500,2248,False
783391753726550016,16954,5481,False
783347506784731136,0,5554,False
783334639985389568,29254,11679,False
783085703974514689,8185,2205,False
782969140009107456,24213,7380,False
782747134529531904,7491,1410,False
782722598790725632,17330,5399,False
782598640137187329,7824,1877,False
782305867769217024,16688,5566,False
782021823840026624,0,6204,False
781955203444699136,11164,3373,False
781661882474196992,10461,2720,False
781655249211752448,4000,1131,False
781524693396357120,20816,5567,False
781308096455073793,7162,2558,False
781251288990355457,8466,2080,False
781163403222056960,9834,2751,False
780931614150983680,21669,7310,False
780858289093574656,7209,2016,False
780800785462489090,5493,1301,False
780601303617732608,12142,3357,False
780543529827336192,6313,1745,False
780496263422808064,0,3686,False
780476555013349377,0,112,False
780459368902959104,5306,1079,False
780192070812196864,8713,2238,False
780092040432480260,0,2294,False
780074436359819264,12181,4954,False
779834332596887552,18925,7036,False
779377524342161408,8811,3110,False
779124354206535695,0,18264,False
779056095788752897,14774,4538,False
778990705243029504,19977,7186,False
778774459159379968,0,9863,False
778764940568104960,870,361,False
778748913645780993,6901,1306,False
778650543019483137,5778,1496,False
778624900596654080,4643,1008,False
778408200802557953,13637,4318,False
778396591732486144,0,12201,False
778383385161035776,5838,1102,False
778286810187399168,10377,3287,False
778039087836069888,8505,2640,False
778027034220126208,6547,1610,False
777953400541634568,0,3519,False
777885040357281792,6346,1629,False
777684233540206592,11235,2932,False
777641927919427584,0,4220,False
777621514455814149,8747,2501,False
777189768882946048,14275,4294,False
776819012571455488,0,13626,False
776813020089548800,4881,1206,False
776477788987613185,8828,2770,False
776249906839351296,0,9087,False
776218204058357768,29870,15815,False
776201521193218049,9615,2514,False
776113305656188928,11753,4344,False
776088319444877312,1843,151,False
775898661951791106,0,16472,False
775842724423557120,11713,2649,False
775733305207554048,13873,3977,False
775729183532220416,12991,4589,False
775364825476165632,7395,2956,False
775350846108426240,10154,3896,False
775085132600442880,15547,4717,False
774757898236878852,8603,1786,False
774639387460112384,6724,1725,False
774314403806253056,21749,5498,False
773985732834758656,10712,3842,False
773922284943896577,6396,1745,False
773704687002451968,6593,1620,False
773670353721753600,5359,1308,False
773547596996571136,22075,6119,False
773336787167145985,0,5047,False
773308824254029826,23281,7447,False
773247561583001600,9454,3243,False
773191612633579521,9973,4112,False
772877495989305348,8535,3862,False
772826264096874500,8025,2338,False
772615324260794368,0,3362,False
772581559778025472,6472,1693,False
772193107915964416,6022,1383,False
772152991789019136,3797,1126,False
772117678702071809,3769,737,False
772114945936949249,2726,466,False
772102971039580160,3987,938,False
771908950375665664,6576,1896,False
771770456517009408,11981,3351,False
771500966810099713,8242,2601,False
771380798096281600,10451,5047,False
771171053431250945,0,7410,False
771136648247640064,9128,2911,False
771102124360998913,6229,1435,False
771014301343748096,6846,1646,False
770787852854652928,4912,1196,False
770772759874076672,5155,1410,False
770655142660169732,7316,1758,False
770414278348247044,6311,2093,False
770293558247038976,6222,1466,False
770093767776997377,0,3034,False
770069151037685760,7566,2284,False
769940425801170949,31242,9501,False
769695466921623552,6399,1676,False
769335591808995329,0,7690,False
769212283578875904,5377,1708,False
768970937022709760,14309,6468,False
768909767477751808,0,2657,False
768855141948723200,4183,882,False
768609597686943744,4102,1198,False
768596291618299904,5018,1276,False
768554158521745409,0,5805,False
768473857036525572,13590,3401,False
768193404517830656,10824,3519,False
767884188863397888,4726,1372,False
767754930266464257,15947,5356,False
767500508068192258,7479,2329,False
767191397493538821,12260,3731,False
767122157629476866,10145,2841,False
766864461642756096,0,5596,False
766793450729734144,5044,1349,False
766714921925144576,2606,375,False
766693177336135680,3993,788,False
766423258543644672,5980,1572,False
766313316352462849,6766,1877,False
766078092750233600,0,2604,False
766069199026450432,4210,846,False
766008592277377025,3732,494,False
765719909049503744,7202,2138,False
765669560888528897,5164,1217,False
765395769549590528,26522,3362,False
765371061932261376,7039,2151,False
765222098633691136,11592,3362,False
764857477905154048,6427,1764,False
764259802650378240,5986,1491,False
763956972077010945,759,54,False
763837565564780549,12508,4119,False
763183847194451968,5352,1455,False
763167063695355904,0,2982,False
763103485927849985,7328,2278,False
762699858130116608,12076,3585,False
762471784394268675,11161,6365,False
762464539388485633,10230,4146,False
762316489655476224,4768,1112,False
762035686371364864,31682,15426,False
761976711479193600,5378,1993,False
761750502866649088,0,3879,False
761745352076779520,4252,858,False
761672994376806400,49210,28837,False
761599872357261312,4105,1182,False
761371037149827077,0,17925,False
761334018830917632,5163,1440,False
761292947749015552,4463,1075,False
761227390836215808,5296,1550,False
761004547850530816,11260,3442,False
760893934457552897,3799,965,False
760656994973933572,6543,1893,False
760641137271070720,4949,1284,False
760539183865880579,7523,3588,False
760521673607086080,4186,1376,False
760290219849637889,26623,11369,False
760252756032651264,3930,862,False
760190180481531904,5656,1781,False
760153949710192640,0,30,False
759943073749200896,5908,2060,False
759923798737051648,14594,5596,False
759846353224826880,6692,1947,False
759793422261743616,5913,1886,False
759557299618865152,4657,1174,False
759447681597108224,8416,2433,False
759446261539934208,1659,483,False
759197388317847553,6037,1928,False
759159934323924993,0,1144,False
759099523532779520,14410,4124,False
759047813560868866,6439,1988,False
758854675097526272,3525,888,False
758828659922702336,11145,3799,False
758740312047005698,5698,1601,False
758474966123810816,3774,988,False
758467244762497024,4750,2187,False
758405701903519748,5168,1884,False
758355060040593408,3372,1056,False
758099635764359168,18916,9863,False
758041019896193024,2681,368,False
757741869644341248,6842,3218,False
757729163776290825,0,7825,False
757725642876129280,4516,1195,False
757611664640446465,4537,1092,False
757597904299253760,0,298,False
757596066325864448,4301,1044,False
757400162377592832,15007,6767,False
757393109802180609,5770,1719,False
757354760399941633,4484,1404,False
756998049151549440,6230,1965,False
756939218950160384,6592,1988,False
756651752796094464,5008,1284,False
756526248105566208,10346,3542,False
756303284449767430,3895,1088,False
756288534030475264,43670,17496,False
756275833623502848,6356,1513,False
755955933503782912,7264,2846,False
755206590534418437,16301,5295,False
755110668769038337,21010,10966,False
754874841593970688,0,7801,False
754856583969079297,6855,2482,False
754747087846248448,2571,513,False
754482103782404096,5245,1930,False
754449512966619136,3715,724,False
754120377874386944,7824,2329,False
753655901052166144,5787,2150,False
753420520834629632,7830,3512,False
753398408988139520,5703,1876,False
753375668877008896,7583,2294,False
753298634498793472,0,5621,False
753294487569522689,3338,1025,False
753039830821511168,36788,20614,False
753026973505581056,3889,949,False
752932432744185856,12515,6785,False
752917284578922496,6880,1557,False
752701944171524096,0,2821,False
752682090207055872,5955,1574,False
752660715232722944,4344,1539,False
752568224206688256,5443,2251,False
752519690950500352,7308,3398,False
752334515931054080,3785,1078,False
752309394570878976,0,16041,False
752173152931807232,5904,1809,False
751950017322246144,3036,899,False
751937170840121344,5143,1310,False
751830394383790080,5759,1921,False
751793661361422336,5765,2861,False
751598357617971201,7839,3010,False
751583847268179968,4345,1088,False
751538714308972544,4990,1243,False
751456908746354688,3182,989,False
751251247299190784,12381,5797,False
751205363882532864,6274,1790,False
751132876104687617,5015,1285,False
750868782890057730,4735,1346,False
750719632563142656,13048,4956,False
750506206503038976,4398,1129,False
750429297815552001,13044,4220,False
750383411068534784,4518,1134,False
750381685133418496,687,27,False
750147208377409536,3075,944,False
